timepoint,Storage_Index,ChargeMaxOffer,DischargeMaxOffer
191,313_STORAGE_1,5000,5000
192,313_STORAGE_1,5000,5000
192,303_STORAGE_1,5000,5000
193,303_STORAGE_1,5000,5000
193,313_STORAGE_1,5000,5000
194,303_STORAGE_1,5000,5000
194,313_STORAGE_1,5000,5000
195,303_STORAGE_1,5000,5000
195,313_STORAGE_1,5000,5000
196,303_STORAGE_1,5000,5000
196,313_STORAGE_1,5000,5000
197,303_STORAGE_1,5000,5000
197,313_STORAGE_1,5000,5000
198,303_STORAGE_1,5000,5000
198,313_STORAGE_1,5000,5000
199,313_STORAGE_1,5000,5000
199,303_STORAGE_1,5000,5000
200,303_STORAGE_1,5000,5000
200,313_STORAGE_1,5000,5000
201,313_STORAGE_1,5000,5000
201,303_STORAGE_1,5000,5000
202,303_STORAGE_1,5000,5000
202,313_STORAGE_1,5000,5000
203,313_STORAGE_1,5000,5000
203,303_STORAGE_1,5000,5000
204,313_STORAGE_1,5000,5000
204,303_STORAGE_1,5000,5000
205,313_STORAGE_1,5000,5000
205,303_STORAGE_1,5000,5000
206,303_STORAGE_1,5000,5000
206,313_STORAGE_1,5000,5000
207,303_STORAGE_1,5000,5000
207,313_STORAGE_1,5000,5000
208,313_STORAGE_1,5000,5000
208,303_STORAGE_1,5000,5000
209,313_STORAGE_1,5000,5000
209,303_STORAGE_1,5000,5000
210,303_STORAGE_1,5000,5000
210,313_STORAGE_1,5000,5000
211,313_STORAGE_1,5000,5000
211,303_STORAGE_1,5000,5000
212,313_STORAGE_1,5000,5000
212,303_STORAGE_1,5000,5000
213,303_STORAGE_1,5000,5000
213,313_STORAGE_1,5000,5000
214,303_STORAGE_1,5000,5000
214,313_STORAGE_1,5000,5000
215,313_STORAGE_1,5000,5000
215,303_STORAGE_1,5000,5000
216,313_STORAGE_1,5000,5000
216,303_STORAGE_1,5000,5000
217,313_STORAGE_1,5000,5000
217,303_STORAGE_1,5000,5000
218,303_STORAGE_1,5000,5000
218,313_STORAGE_1,5000,5000
219,313_STORAGE_1,5000,5000
219,303_STORAGE_1,5000,5000
220,303_STORAGE_1,5000,5000
220,313_STORAGE_1,5000,5000
221,303_STORAGE_1,5000,5000
221,313_STORAGE_1,5000,5000
222,303_STORAGE_1,5000,5000
222,313_STORAGE_1,5000,5000
223,313_STORAGE_1,5000,5000
223,303_STORAGE_1,5000,5000
224,303_STORAGE_1,5000,5000
224,313_STORAGE_1,5000,5000
225,303_STORAGE_1,5000,5000
225,313_STORAGE_1,5000,5000
226,303_STORAGE_1,5000,5000
226,313_STORAGE_1,5000,5000
227,303_STORAGE_1,5000,5000
227,313_STORAGE_1,5000,5000
228,313_STORAGE_1,5000,5000
228,303_STORAGE_1,5000,5000
229,303_STORAGE_1,5000,5000
229,313_STORAGE_1,5000,5000
230,313_STORAGE_1,5000,5000
230,303_STORAGE_1,5000,5000
231,303_STORAGE_1,5000,5000
231,313_STORAGE_1,5000,5000
232,303_STORAGE_1,5000,5000
232,313_STORAGE_1,5000,5000
233,313_STORAGE_1,5000,5000
233,303_STORAGE_1,5000,5000
234,313_STORAGE_1,5000,5000
234,303_STORAGE_1,5000,5000
235,303_STORAGE_1,5000,5000
235,313_STORAGE_1,5000,5000
236,313_STORAGE_1,5000,5000
236,303_STORAGE_1,5000,5000
237,303_STORAGE_1,5000,5000
237,313_STORAGE_1,5000,5000
238,313_STORAGE_1,5000,5000
238,303_STORAGE_1,5000,5000
239,303_STORAGE_1,5000,5000
239,313_STORAGE_1,5000,5000
240,313_STORAGE_1,5000,5000
240,303_STORAGE_1,5000,5000
241,313_STORAGE_1,5000,5000
241,303_STORAGE_1,5000,5000
242,313_STORAGE_1,5000,5000
242,303_STORAGE_1,5000,5000
243,313_STORAGE_1,5000,5000
243,303_STORAGE_1,5000,5000
244,313_STORAGE_1,5000,5000
244,303_STORAGE_1,5000,5000
245,313_STORAGE_1,5000,5000
245,303_STORAGE_1,5000,5000
246,313_STORAGE_1,5000,5000
246,303_STORAGE_1,5000,5000
247,303_STORAGE_1,5000,5000
247,313_STORAGE_1,5000,5000
248,313_STORAGE_1,5000,5000
248,303_STORAGE_1,5000,5000
249,313_STORAGE_1,5000,5000
249,303_STORAGE_1,5000,5000
250,303_STORAGE_1,5000,5000
250,313_STORAGE_1,5000,5000
251,313_STORAGE_1,5000,5000
251,303_STORAGE_1,5000,5000
252,313_STORAGE_1,5000,5000
252,303_STORAGE_1,5000,5000
253,303_STORAGE_1,5000,5000
253,313_STORAGE_1,5000,5000
254,313_STORAGE_1,5000,5000
254,303_STORAGE_1,5000,5000
255,313_STORAGE_1,5000,5000
255,303_STORAGE_1,5000,5000
256,313_STORAGE_1,5000,5000
256,303_STORAGE_1,5000,5000
257,313_STORAGE_1,5000,5000
257,303_STORAGE_1,5000,5000
258,313_STORAGE_1,5000,5000
258,303_STORAGE_1,5000,5000
259,303_STORAGE_1,5000,5000
259,313_STORAGE_1,5000,5000
260,303_STORAGE_1,5000,5000
260,313_STORAGE_1,5000,5000
261,313_STORAGE_1,5000,5000
261,303_STORAGE_1,5000,5000
262,313_STORAGE_1,5000,5000
262,303_STORAGE_1,5000,5000
263,303_STORAGE_1,5000,5000
263,313_STORAGE_1,5000,5000
264,303_STORAGE_1,5000,5000
264,313_STORAGE_1,5000,5000
265,313_STORAGE_1,5000,5000
265,303_STORAGE_1,5000,5000
266,303_STORAGE_1,5000,5000
266,313_STORAGE_1,5000,5000
267,303_STORAGE_1,5000,5000
267,313_STORAGE_1,5000,5000
268,303_STORAGE_1,5000,5000
268,313_STORAGE_1,5000,5000
269,313_STORAGE_1,5000,5000
269,303_STORAGE_1,5000,5000
270,313_STORAGE_1,5000,5000
270,303_STORAGE_1,5000,5000
271,303_STORAGE_1,5000,5000
271,313_STORAGE_1,5000,5000
272,313_STORAGE_1,5000,5000
272,303_STORAGE_1,5000,5000
273,303_STORAGE_1,5000,5000
273,313_STORAGE_1,5000,5000
274,313_STORAGE_1,5000,5000
274,303_STORAGE_1,5000,5000
275,313_STORAGE_1,5000,5000
275,303_STORAGE_1,5000,5000
276,313_STORAGE_1,5000,5000
276,303_STORAGE_1,5000,5000
277,313_STORAGE_1,5000,5000
277,303_STORAGE_1,5000,5000
278,303_STORAGE_1,5000,5000
278,313_STORAGE_1,5000,5000
279,313_STORAGE_1,5000,5000
279,303_STORAGE_1,5000,5000
280,303_STORAGE_1,5000,5000
280,313_STORAGE_1,5000,5000
281,303_STORAGE_1,5000,5000
281,313_STORAGE_1,5000,5000
282,313_STORAGE_1,5000,5000
282,303_STORAGE_1,5000,5000
283,313_STORAGE_1,5000,5000
283,303_STORAGE_1,5000,5000
284,303_STORAGE_1,5000,5000
284,313_STORAGE_1,5000,5000
285,303_STORAGE_1,5000,5000
285,313_STORAGE_1,5000,5000
286,313_STORAGE_1,5000,5000
286,303_STORAGE_1,5000,5000
287,313_STORAGE_1,5000,5000
287,303_STORAGE_1,5000,5000
288,303_STORAGE_1,5000,5000
288,313_STORAGE_1,5000,5000
