timepoint,Storage_Index,discharge_offer,charge_offer,soc,charge,discharge
116,303_STORAGE_1,21.116646,-4978.883354,150.0,0.0,0.0
117,313_STORAGE_1,21.116646,-4978.883354,150.0,0.0,0.0
117,303_STORAGE_1,21.116646,-4978.883354,150.0,0.0,0.0
118,313_STORAGE_1,21.116646,-4978.883354,150.0,0.0,0.0
118,303_STORAGE_1,21.116646,-4978.883354,150.0,0.0,0.0
119,313_STORAGE_1,21.116646,-4978.883354,150.0,0.0,0.0
119,303_STORAGE_1,21.116646,-4978.883354,150.0,0.0,0.0
120,313_STORAGE_1,21.116646,-4978.883354,150.0,0.0,0.0
120,303_STORAGE_1,21.116646,-4978.883354,150.0,0.0,0.0
121,313_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
121,303_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
122,313_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
122,303_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
123,313_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
123,303_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
124,313_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
124,303_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
125,313_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
125,303_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
126,313_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
126,303_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
127,313_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
127,303_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
128,313_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
128,303_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
129,313_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
129,303_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
130,313_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
130,303_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
131,313_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
131,303_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
132,313_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
132,303_STORAGE_1,22.732463,-4977.267537,150.0,0.0,0.0
133,313_STORAGE_1,26.429209000000004,-4973.570790999999,150.0,0.0,0.0
133,303_STORAGE_1,26.429209000000004,-4973.570790999999,126.91378300000001,0.0,23.086217
134,313_STORAGE_1,26.429209000000004,-4973.570790999999,150.0,0.0,0.0
134,303_STORAGE_1,26.429209000000004,-4973.570790999999,126.91378300000001,0.0,23.086217
135,313_STORAGE_1,26.429209000000004,-4973.570790999999,150.0,0.0,0.0
135,303_STORAGE_1,26.429209000000004,-4973.570790999999,126.91378300000001,0.0,23.086217
136,313_STORAGE_1,26.429209000000004,-4973.570790999999,150.0,0.0,0.0
136,303_STORAGE_1,26.429209000000004,-4973.570790999999,126.91378300000001,0.0,23.086217
137,313_STORAGE_1,26.429209000000004,-4973.570790999999,150.0,0.0,0.0
137,303_STORAGE_1,26.429209000000004,-4973.570790999999,126.91378300000001,0.0,23.086217
138,313_STORAGE_1,26.429209000000004,-4973.570790999999,150.0,0.0,0.0
138,303_STORAGE_1,26.429209000000004,-4973.570790999999,126.91378300000001,0.0,23.086217
139,313_STORAGE_1,26.429209000000004,-4973.570790999999,150.0,0.0,0.0
139,303_STORAGE_1,26.429209000000004,-4973.570790999999,126.91378300000001,0.0,23.086217
140,313_STORAGE_1,26.429209000000004,-4973.570790999999,150.0,0.0,0.0
140,303_STORAGE_1,26.429209000000004,-4973.570790999999,126.91378300000001,0.0,23.086217
141,313_STORAGE_1,26.429209000000004,-4973.570790999999,150.0,0.0,0.0
141,303_STORAGE_1,26.429209000000004,-4973.570790999999,126.91378300000001,0.0,23.086217
142,313_STORAGE_1,26.429209000000004,-4973.570790999999,150.0,0.0,0.0
142,303_STORAGE_1,26.429209000000004,-4973.570790999999,126.91378300000001,0.0,23.086217
143,313_STORAGE_1,26.429209000000004,-4973.570790999999,150.0,0.0,0.0
143,303_STORAGE_1,26.429209000000004,-4973.570790999999,126.91378300000001,0.0,23.086217
144,313_STORAGE_1,26.429209000000004,-4973.570790999999,150.0,0.0,0.0
144,303_STORAGE_1,26.429209000000004,-4973.570790999999,126.91378300000001,0.0,23.086217
145,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,49.576819
145,303_STORAGE_1,26.755734999999998,-4973.244265,126.91378300000001,0.0,0.0
146,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,49.576819
146,303_STORAGE_1,26.755734999999998,-4973.244265,126.91378300000001,0.0,0.0
147,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,49.576819
147,303_STORAGE_1,26.755734999999998,-4973.244265,126.91378300000001,0.0,0.0
148,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,49.576819
148,303_STORAGE_1,26.755734999999998,-4973.244265,126.91378300000001,0.0,0.0
149,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,49.576819
149,303_STORAGE_1,26.755734999999998,-4973.244265,126.91378300000001,0.0,0.0
150,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,49.576819
150,303_STORAGE_1,26.755734999999998,-4973.244265,126.91378300000001,0.0,0.0
151,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,49.576819
151,303_STORAGE_1,26.755734999999998,-4973.244265,126.91378300000001,0.0,0.0
152,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,49.576819
152,303_STORAGE_1,26.755734999999998,-4973.244265,126.91378300000001,0.0,0.0
153,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,49.576819
153,303_STORAGE_1,26.755734999999998,-4973.244265,126.91378300000001,0.0,0.0
154,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,49.576819
154,303_STORAGE_1,26.755734999999998,-4973.244265,126.91378300000001,0.0,0.0
155,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,49.576819
155,303_STORAGE_1,26.755734999999998,-4973.244265,126.91378300000001,0.0,0.0
156,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,49.576819
156,303_STORAGE_1,26.755734999999998,-4973.244265,126.91378300000001,0.0,0.0
157,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,0.0
157,303_STORAGE_1,26.755734999999998,-4973.244265,96.462755,0.0,30.451028000000004
158,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,0.0
158,303_STORAGE_1,26.755734999999998,-4973.244265,96.462755,0.0,30.451028000000004
159,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,0.0
159,303_STORAGE_1,26.755734999999998,-4973.244265,96.462755,0.0,30.451028000000004
160,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,0.0
160,303_STORAGE_1,26.755734999999998,-4973.244265,96.462755,0.0,30.451028000000004
161,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,0.0
161,303_STORAGE_1,26.755734999999998,-4973.244265,96.462755,0.0,30.451028000000004
162,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,0.0
162,303_STORAGE_1,26.755734999999998,-4973.244265,96.462755,0.0,30.451028000000004
163,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,0.0
163,303_STORAGE_1,26.755734999999998,-4973.244265,96.462755,0.0,30.451028000000004
164,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,0.0
164,303_STORAGE_1,26.755734999999998,-4973.244265,96.462755,0.0,30.451028000000004
165,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,0.0
165,303_STORAGE_1,26.755734999999998,-4973.244265,96.462755,0.0,30.451028000000004
166,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,0.0
166,303_STORAGE_1,26.755734999999998,-4973.244265,96.462755,0.0,30.451028000000004
167,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,0.0
167,303_STORAGE_1,26.755734999999998,-4973.244265,96.462755,0.0,30.451028000000004
168,313_STORAGE_1,26.755734999999998,-4973.244265,100.423181,0.0,0.0
168,303_STORAGE_1,26.755734999999998,-4973.244265,96.462755,0.0,30.451028000000004
169,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,38.034558000000004
169,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,46.462755
170,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,38.034558000000004
170,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,46.462755
171,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,38.034558000000004
171,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,46.462755
172,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,38.034558000000004
172,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,46.462755
173,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,38.034558000000004
173,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,46.462755
174,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,38.034558000000004
174,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,46.462755
175,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,38.034558000000004
175,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,46.462755
176,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,38.034558000000004
176,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,46.462755
177,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,38.034558000000004
177,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,46.462755
178,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,38.034558000000004
178,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,46.462755
179,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,38.034558000000004
179,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,46.462755
180,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,38.034558000000004
180,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,46.462755
181,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
181,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
182,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
182,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
183,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
183,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
184,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
184,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
185,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
185,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
186,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
186,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
187,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
187,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
188,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
188,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
189,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
189,303_STORAGE_1,26.429209000000004,-4973.570790999999,50.0,0.0,0.0
190,313_STORAGE_1,26.429209000000004,-4973.570790999999,62.388622999999995,0.0,0.0
