,hour,dispatch,dual,offer,lmp,capacity
303_WIND_1-3,3,496.156836,0.000000,0.000000,0.000000,533.100000
320_PV_1-4,4,0.000000,13.736400,0.000000,13.736400,0.000000
314_PV_1-4,4,0.000000,14.321123,0.000000,14.321123,0.000000
314_PV_2-4,4,0.000000,14.321123,0.000000,14.321123,0.000000
313_PV_1-4,4,0.000000,15.731579,0.000000,15.731579,0.000000
314_PV_3-4,4,0.000000,14.321123,0.000000,14.321123,0.000000
314_PV_4-4,4,0.000000,14.321123,0.000000,14.321123,0.000000
313_PV_2-4,4,0.000000,15.731579,0.000000,15.731579,0.000000
310_PV_1-4,4,0.000000,15.565400,0.000000,15.565400,0.000000
324_PV_1-4,4,0.000000,6.775623,0.000000,6.775623,0.000000
312_PV_1-4,4,0.000000,16.350780,0.000000,16.350780,0.000000
310_PV_2-4,4,0.000000,15.565400,0.000000,15.565400,0.000000
324_PV_2-4,4,0.000000,6.775623,0.000000,6.775623,0.000000
324_PV_3-4,4,0.000000,6.775623,0.000000,6.775623,0.000000
319_PV_1-4,4,0.000000,12.931691,0.000000,12.931691,0.000000
308_RTPV_1-4,4,0.000000,17.883211,0.000000,17.883211,0.000000
313_RTPV_1-4,4,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_2-4,4,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_3-4,4,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_4-4,4,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_5-4,4,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_6-4,4,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_7-4,4,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_8-4,4,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_9-4,4,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_10-4,4,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_11-4,4,0.000000,15.731579,0.000000,15.731579,0.000000
313_RTPV_12-4,4,0.000000,15.731579,0.000000,15.731579,0.000000
320_RTPV_1-4,4,0.000000,13.736400,0.000000,13.736400,0.000000
320_RTPV_2-4,4,0.000000,13.736400,0.000000,13.736400,0.000000
320_RTPV_3-4,4,0.000000,13.736400,0.000000,13.736400,0.000000
313_RTPV_13-4,4,0.000000,15.731579,0.000000,15.731579,0.000000
320_RTPV_4-4,4,0.000000,13.736400,0.000000,13.736400,0.000000
320_RTPV_5-4,4,0.000000,13.736400,0.000000,13.736400,0.000000
320_RTPV_6-4,4,0.000000,13.736400,0.000000,13.736400,0.000000
309_WIND_1-4,4,39.800000,20.201023,0.000000,20.201023,39.800000
317_WIND_1-4,4,496.800000,11.619662,0.000000,11.619662,496.800000
303_WIND_1-4,4,468.237389,0.000000,0.000000,0.000000,500.300000
320_PV_1-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
314_PV_1-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
314_PV_2-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
313_PV_1-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
314_PV_3-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
314_PV_4-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
313_PV_2-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
310_PV_1-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
324_PV_1-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
312_PV_1-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
310_PV_2-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
324_PV_2-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
324_PV_3-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
319_PV_1-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
308_RTPV_1-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
313_RTPV_1-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
313_RTPV_2-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
313_RTPV_3-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
313_RTPV_4-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
313_RTPV_5-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
313_RTPV_6-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
313_RTPV_7-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
313_RTPV_8-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
313_RTPV_9-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
313_RTPV_10-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
313_RTPV_11-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
313_RTPV_12-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
320_RTPV_1-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
320_RTPV_2-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
320_RTPV_3-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
313_RTPV_13-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
320_RTPV_4-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
320_RTPV_5-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
320_RTPV_6-5,5,0.000000,22.732463,0.000000,22.732463,0.000000
309_WIND_1-5,5,24.500000,22.732463,0.000000,22.732463,24.500000
317_WIND_1-5,5,410.400000,22.732463,0.000000,22.732463,410.400000
303_WIND_1-5,5,187.500000,22.732463,0.000000,22.732463,187.500000
320_PV_1-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
314_PV_1-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
314_PV_2-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
313_PV_1-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
314_PV_3-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
314_PV_4-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
313_PV_2-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
310_PV_1-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
324_PV_1-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
312_PV_1-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
310_PV_2-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
324_PV_2-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
324_PV_3-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
319_PV_1-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
308_RTPV_1-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
313_RTPV_1-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
313_RTPV_2-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
313_RTPV_3-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
313_RTPV_4-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
313_RTPV_5-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
313_RTPV_6-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
313_RTPV_7-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
313_RTPV_8-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
313_RTPV_9-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
313_RTPV_10-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
313_RTPV_11-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
313_RTPV_12-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
320_RTPV_1-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
320_RTPV_2-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
320_RTPV_3-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
313_RTPV_13-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
320_RTPV_4-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
320_RTPV_5-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
320_RTPV_6-6,6,0.000000,26.401998,0.000000,26.401998,0.000000
309_WIND_1-6,6,19.200000,26.401998,0.000000,26.401998,19.200000
317_WIND_1-6,6,165.900000,26.401998,0.000000,26.401998,165.900000
303_WIND_1-6,6,145.200000,26.401998,0.000000,26.401998,145.200000
320_PV_1-7,7,13.700000,25.908321,0.000000,25.908321,13.700000
314_PV_1-7,7,13.900000,25.908321,0.000000,25.908321,13.900000
314_PV_2-7,7,0.000000,25.908321,0.000000,25.908321,0.000000
313_PV_1-7,7,12.200000,25.908321,0.000000,25.908321,12.200000
314_PV_3-7,7,0.000000,25.908321,0.000000,25.908321,0.000000
314_PV_4-7,7,0.000000,25.908321,0.000000,25.908321,0.000000
313_PV_2-7,7,0.000000,25.908321,0.000000,25.908321,0.000000
310_PV_1-7,7,0.000000,25.908321,0.000000,25.908321,0.000000
324_PV_1-7,7,0.000000,25.908321,0.000000,25.908321,0.000000
312_PV_1-7,7,0.000000,25.908321,0.000000,25.908321,0.000000
310_PV_2-7,7,0.000000,25.908321,0.000000,25.908321,0.000000
324_PV_2-7,7,0.000000,25.908321,0.000000,25.908321,0.000000
324_PV_3-7,7,0.000000,25.908321,0.000000,25.908321,0.000000
319_PV_1-7,7,52.300000,25.908321,0.000000,25.908321,52.300000
308_RTPV_1-7,7,0.000000,25.908321,0.000000,25.908321,0.000000
313_RTPV_1-7,7,0.000000,25.908321,0.000000,25.908321,0.000000
313_RTPV_2-7,7,0.100000,25.908321,0.000000,25.908321,0.100000
313_RTPV_3-7,7,0.000000,25.908321,0.000000,25.908321,0.000000
313_RTPV_4-7,7,0.000000,25.908321,0.000000,25.908321,0.000000
313_RTPV_5-7,7,0.100000,25.908321,0.000000,25.908321,0.100000
313_RTPV_6-7,7,0.100000,25.908321,0.000000,25.908321,0.100000
313_RTPV_7-7,7,0.100000,25.908321,0.000000,25.908321,0.100000
313_RTPV_8-7,7,0.100000,25.908321,0.000000,25.908321,0.100000
313_RTPV_9-7,7,0.100000,25.908321,0.000000,25.908321,0.100000
313_RTPV_10-7,7,0.100000,25.908321,0.000000,25.908321,0.100000
313_RTPV_11-7,7,0.100000,25.908321,0.000000,25.908321,0.100000
313_RTPV_12-7,7,0.000000,25.908321,0.000000,25.908321,0.000000
320_RTPV_1-7,7,0.100000,25.908321,0.000000,25.908321,0.100000
320_RTPV_2-7,7,0.100000,25.908321,0.000000,25.908321,0.100000
320_RTPV_3-7,7,0.100000,25.908321,0.000000,25.908321,0.100000
313_RTPV_13-7,7,0.100000,25.908321,0.000000,25.908321,0.100000
320_RTPV_4-7,7,0.000000,25.908321,0.000000,25.908321,0.000000
320_RTPV_5-7,7,0.000000,25.908321,0.000000,25.908321,0.000000
320_RTPV_6-7,7,0.000000,25.908321,0.000000,25.908321,0.000000
309_WIND_1-7,7,31.800000,25.908321,0.000000,25.908321,31.800000
317_WIND_1-7,7,46.000000,25.908321,0.000000,25.908321,46.000000
303_WIND_1-7,7,237.500000,25.908321,0.000000,25.908321,237.500000
320_PV_1-8,8,31.500000,15.731579,0.000000,15.731579,31.500000
314_PV_1-8,8,31.700000,15.731579,0.000000,15.731579,31.700000
314_PV_2-8,8,31.900000,15.731579,0.000000,15.731579,31.900000
313_PV_1-8,8,41.500000,15.731579,0.000000,15.731579,41.500000
314_PV_3-8,8,43.600000,15.731579,0.000000,15.731579,43.600000
314_PV_4-8,8,31.900000,15.731579,0.000000,15.731579,31.900000
313_PV_2-8,8,42.300000,15.731579,0.000000,15.731579,42.300000
310_PV_1-8,8,30.500000,15.731579,0.000000,15.731579,30.500000
324_PV_1-8,8,30.000000,15.731579,0.000000,15.731579,30.000000
312_PV_1-8,8,42.300000,15.731579,0.000000,15.731579,42.300000
310_PV_2-8,8,31.000000,15.731579,0.000000,15.731579,31.000000
324_PV_2-8,8,29.900000,15.731579,0.000000,15.731579,29.900000
324_PV_3-8,8,29.800000,15.731579,0.000000,15.731579,29.800000
319_PV_1-8,8,130.700000,15.731579,0.000000,15.731579,130.700000
308_RTPV_1-8,8,22.200000,15.731579,0.000000,15.731579,22.200000
313_RTPV_1-8,8,22.300000,15.731579,0.000000,15.731579,22.300000
313_RTPV_2-8,8,14.800000,15.731579,0.000000,15.731579,14.800000
313_RTPV_3-8,8,13.400000,15.731579,0.000000,15.731579,13.400000
313_RTPV_4-8,8,13.800000,15.731579,0.000000,15.731579,13.800000
313_RTPV_5-8,8,13.900000,15.731579,0.000000,15.731579,13.900000
313_RTPV_6-8,8,14.500000,15.731579,0.000000,15.731579,14.500000
313_RTPV_7-8,8,14.500000,15.731579,0.000000,15.731579,14.500000
313_RTPV_8-8,8,14.500000,15.731579,0.000000,15.731579,14.500000
313_RTPV_9-8,8,14.500000,15.731579,0.000000,15.731579,14.500000
313_RTPV_10-8,8,14.700000,15.731579,0.000000,15.731579,14.700000
313_RTPV_11-8,8,15.900000,15.731579,0.000000,15.731579,15.900000
313_RTPV_12-8,8,6.300000,15.731579,0.000000,15.731579,6.300000
320_RTPV_1-8,8,6.300000,15.731579,0.000000,15.731579,6.300000
320_RTPV_2-8,8,6.300000,15.731579,0.000000,15.731579,6.300000
320_RTPV_3-8,8,6.800000,15.731579,0.000000,15.731579,6.800000
313_RTPV_13-8,8,6.400000,15.731579,0.000000,15.731579,6.400000
320_RTPV_4-8,8,6.400000,15.731579,0.000000,15.731579,6.400000
320_RTPV_5-8,8,6.800000,15.731579,0.000000,15.731579,6.800000
320_RTPV_6-8,8,2.300000,15.731579,0.000000,15.731579,2.300000
309_WIND_1-8,8,28.300000,15.731579,0.000000,15.731579,28.300000
317_WIND_1-8,8,54.700000,15.731579,0.000000,15.731579,54.700000
303_WIND_1-8,8,262.400000,15.731579,0.000000,15.731579,262.400000
320_PV_1-9,9,35.600000,15.731579,0.000000,15.731579,35.600000
314_PV_1-9,9,36.000000,15.731579,0.000000,15.731579,36.000000
314_PV_2-9,9,38.900000,15.731579,0.000000,15.731579,38.900000
313_PV_1-9,9,58.200000,15.731579,0.000000,15.731579,58.200000
314_PV_3-9,9,60.800000,15.731579,0.000000,15.731579,60.800000
314_PV_4-9,9,38.900000,15.731579,0.000000,15.731579,38.900000
313_PV_2-9,9,59.500000,15.731579,0.000000,15.731579,59.500000
310_PV_1-9,9,36.500000,15.731579,0.000000,15.731579,36.500000
324_PV_1-9,9,36.500000,15.731579,0.000000,15.731579,36.500000
312_PV_1-9,9,59.200000,15.731579,0.000000,15.731579,59.200000
310_PV_2-9,9,37.200000,15.731579,0.000000,15.731579,37.200000
324_PV_2-9,9,35.600000,15.731579,0.000000,15.731579,35.600000
324_PV_3-9,9,35.600000,15.731579,0.000000,15.731579,35.600000
319_PV_1-9,9,154.100000,15.731579,0.000000,15.731579,154.100000
308_RTPV_1-9,9,45.500000,15.731579,0.000000,15.731579,45.500000
313_RTPV_1-9,9,45.600000,15.731579,0.000000,15.731579,45.600000
313_RTPV_2-9,9,29.700000,15.731579,0.000000,15.731579,29.700000
313_RTPV_3-9,9,28.600000,15.731579,0.000000,15.731579,28.600000
313_RTPV_4-9,9,28.500000,15.731579,0.000000,15.731579,28.500000
313_RTPV_5-9,9,28.300000,15.731579,0.000000,15.731579,28.300000
313_RTPV_6-9,9,29.400000,15.731579,0.000000,15.731579,29.400000
313_RTPV_7-9,9,28.900000,15.731579,0.000000,15.731579,28.900000
313_RTPV_8-9,9,29.700000,15.731579,0.000000,15.731579,29.700000
313_RTPV_9-9,9,28.800000,15.731579,0.000000,15.731579,28.800000
313_RTPV_10-9,9,29.900000,15.731579,0.000000,15.731579,29.900000
313_RTPV_11-9,9,32.500000,15.731579,0.000000,15.731579,32.500000
313_RTPV_12-9,9,12.400000,15.731579,0.000000,15.731579,12.400000
320_RTPV_1-9,9,12.500000,15.731579,0.000000,15.731579,12.500000
320_RTPV_2-9,9,12.500000,15.731579,0.000000,15.731579,12.500000
320_RTPV_3-9,9,13.200000,15.731579,0.000000,15.731579,13.200000
313_RTPV_13-9,9,12.500000,15.731579,0.000000,15.731579,12.500000
320_RTPV_4-9,9,12.800000,15.731579,0.000000,15.731579,12.800000
320_RTPV_5-9,9,13.300000,15.731579,0.000000,15.731579,13.300000
320_RTPV_6-9,9,4.300000,15.731579,0.000000,15.731579,4.300000
309_WIND_1-9,9,6.600000,15.731579,0.000000,15.731579,6.600000
317_WIND_1-9,9,19.200000,15.731579,0.000000,15.731579,19.200000
303_WIND_1-9,9,149.500000,15.731579,0.000000,15.731579,149.500000
320_PV_1-10,10,36.700000,0.000000,0.000000,0.000000,36.700000
314_PV_1-10,10,37.100000,0.000000,0.000000,0.000000,37.100000
314_PV_2-10,10,40.400000,0.000000,0.000000,0.000000,40.400000
313_PV_1-10,10,65.700000,0.000000,0.000000,0.000000,65.700000
314_PV_3-10,10,69.400000,0.000000,0.000000,0.000000,69.400000
314_PV_4-10,10,40.400000,0.000000,0.000000,0.000000,40.400000
313_PV_2-10,10,67.200000,0.000000,0.000000,0.000000,67.200000
310_PV_1-10,10,37.200000,0.000000,0.000000,0.000000,37.200000
324_PV_1-10,10,38.000000,0.000000,0.000000,0.000000,38.000000
312_PV_1-10,10,66.800000,0.000000,0.000000,0.000000,66.800000
310_PV_2-10,10,37.900000,0.000000,0.000000,0.000000,37.900000
324_PV_2-10,10,37.600000,0.000000,0.000000,0.000000,37.600000
324_PV_3-10,10,37.600000,0.000000,0.000000,0.000000,37.600000
319_PV_1-10,10,158.500000,0.000000,0.000000,0.000000,158.500000
308_RTPV_1-10,10,63.200000,0.000000,0.000000,0.000000,63.200000
313_RTPV_1-10,10,63.300000,0.000000,0.000000,0.000000,63.300000
313_RTPV_2-10,10,0.000000,0.000000,0.000000,0.000000,42.400000
313_RTPV_3-10,10,41.300000,0.000000,0.000000,0.000000,41.300000
313_RTPV_4-10,10,39.800000,0.000000,0.000000,0.000000,39.800000
313_RTPV_5-10,10,40.800000,0.000000,0.000000,0.000000,40.800000
313_RTPV_6-10,10,40.800000,0.000000,0.000000,0.000000,40.800000
313_RTPV_7-10,10,39.400000,0.000000,0.000000,0.000000,39.400000
313_RTPV_8-10,10,41.200000,0.000000,0.000000,0.000000,41.200000
313_RTPV_9-10,10,39.400000,0.000000,0.000000,0.000000,39.400000
313_RTPV_10-10,10,41.000000,0.000000,0.000000,0.000000,41.000000
313_RTPV_11-10,10,44.300000,0.000000,0.000000,0.000000,44.300000
313_RTPV_12-10,10,16.600000,0.000000,0.000000,0.000000,16.600000
320_RTPV_1-10,10,16.600000,0.000000,0.000000,0.000000,16.600000
320_RTPV_2-10,10,16.600000,0.000000,0.000000,0.000000,16.600000
320_RTPV_3-10,10,17.400000,0.000000,0.000000,0.000000,17.400000
313_RTPV_13-10,10,17.300000,0.000000,0.000000,0.000000,17.300000
320_RTPV_4-10,10,17.500000,0.000000,0.000000,0.000000,17.500000
320_RTPV_5-10,10,18.500000,0.000000,0.000000,0.000000,18.500000
320_RTPV_6-10,10,4.375925,0.000000,0.000000,0.000000,5.800000
309_WIND_1-10,10,8.200000,0.000000,0.000000,0.000000,8.200000
317_WIND_1-10,10,1.000000,0.000000,0.000000,0.000000,1.000000
303_WIND_1-10,10,203.500000,0.000000,0.000000,0.000000,203.500000
320_PV_1-11,11,37.200000,0.000000,0.000000,0.000000,37.200000
314_PV_1-11,11,37.600000,0.000000,0.000000,0.000000,37.600000
314_PV_2-11,11,40.900000,0.000000,0.000000,0.000000,40.900000
313_PV_1-11,11,73.000000,0.000000,0.000000,0.000000,73.000000
314_PV_3-11,11,71.600000,0.000000,0.000000,0.000000,71.600000
